amount,hour,day_of_week,velocity_1h,velocity_24h,amount_to_avg_ratio,account_age_days,time_since_last_txn_min,is_new_beneficiary,is_cross_border,channel_code,merchant_risk,linkage_c1,linkage_c2,linkage_c3,linkage_c4,linkage_c5,linkage_c6,linkage_c7,linkage_c8,linkage_c9,linkage_c10,linkage_c11,linkage_c12,linkage_c13,linkage_c14,vector
210.62793248975095,20,0,3,8,0.8580764998649523,231.34682211133492,1.15,1,0,1,0.02058200154561142,4.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,3.0,0.0,40.0,4.0,bustout
508.29571931681505,20,0,3,9,2.0881774266233535,231.34888432876008,2.966666666666667,0,0,1,0.02058200154561142,4.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,3.0,0.0,40.0,4.0,bustout
957.2755064010639,20,0,3,10,3.708479932224248,231.35270426447974,5.5,1,0,1,0.02058200154561142,4.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,3.0,0.0,40.0,4.0,bustout
1183.2376870535707,20,0,4,11,4.011946811865794,231.3560324344864,4.8,1,0,1,0.02058200154561142,4.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,3.0,0.0,40.0,4.0,bustout
314.38474701024677,20,0,5,12,0.926448482446697,231.37333810103283,24.916666666666668,1,0,1,0.02058200154561142,4.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,3.0,0.0,40.0,4.0,bustout
1000.988917451051,20,0,6,13,2.9601440268647328,231.37484684206166,2.1666666666666665,1,0,1,0.02058200154561142,4.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,3.0,0.0,40.0,4.0,bustout
909.06379802847,0,0,0,14,2.4683753042535073,231.52545931634745,216.88333333333333,1,0,1,0.02058200154561142,4.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,3.0,0.0,40.0,4.0,bustout
63.094073106841925,0,4,0,2,1.0095051697094708,0.40828508540511665,587.9166666666666,1,0,0,0.005569338084836967,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,card_testing
7.0,0,4,1,3,0.11164626111356256,0.4124424928125248,6.0,1,0,0,0.005569338084836967,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,card_testing
38.1720624338937,0,4,2,4,0.7826390997124558,0.4165999002199317,5.983333333333333,0,0,0,0.005569338084836967,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,card_testing
46.392188880321314,0,4,3,5,0.9944047122995222,0.4207573076273386,5.983333333333333,1,0,0,0.005569338084836967,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,card_testing
49.662204205249374,0,4,4,6,1.0654902758512712,0.42167872540099105,1.3333333333333333,1,0,0,0.005569338084836967,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,card_testing
49.76365104886743,0,4,5,7,1.0577705519759875,0.42421132851389065,3.6333333333333333,1,0,0,0.005569338084836967,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,card_testing
42.78153668214816,0,4,6,8,0.902839822412139,0.42438670495328956,0.26666666666666666,1,0,0,0.005569338084836967,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,card_testing
44.839607590595115,0,4,7,9,0.9565993458770234,0.424404097164095,0.016666666666666666,0,0,0,0.005569338084836967,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,card_testing
38.447357421894935,0,4,8,10,0.8238037033017767,0.4285615045715019,5.983333333333333,1,0,0,0.005569338084836967,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,card_testing
7.0,0,4,9,11,0.15242916219151942,0.4309914250240669,3.5,0,0,0,0.005569338084836967,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,card_testing
36.46085499089034,0,4,10,12,0.8542965326676772,0.4331592810131298,3.1166666666666667,1,0,0,0.005569338084836967,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,card_testing
38.08432048063959,0,4,11,13,0.9024497819222582,0.4368835435449566,5.366666666666666,1,0,0,0.005569338084836967,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,card_testing
53.48062392729561,0,4,12,14,1.2761743140040378,0.44104095095236484,5.983333333333333,1,0,0,0.005569338084836967,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,card_testing
49.267094680591406,1,4,13,15,1.1543756036934807,0.44477883422591225,5.383333333333334,1,0,0,0.005569338084836967,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,card_testing
43.38695216035877,1,4,14,16,1.0068832976604705,0.4465567483885793,2.566666666666667,1,0,0,0.005569338084836967,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,card_testing
57.14297142063117,14,1,0,0,0.7110456112946345,368.5431258817526,2222.1,1,0,1,0.020697675027194856,133.0,126.0,0.0,0.0,283.0,111.0,0.0,0.0,94.0,0.0,86.0,0.0,868.0,124.0,upi_collect
60.01304518828249,14,1,1,1,0.7589420365148588,368.54874233055693,8.083333333333334,1,0,1,0.020697675027194856,133.0,126.0,0.0,0.0,283.0,111.0,0.0,0.0,94.0,0.0,86.0,0.0,868.0,124.0,upi_collect
36.90994876956157,14,1,2,2,0.4727718893977184,368.55425918544523,7.933333333333334,1,0,1,0.020697675027194856,133.0,126.0,0.0,0.0,283.0,111.0,0.0,0.0,94.0,0.0,86.0,0.0,868.0,124.0,upi_collect
89.23596127913451,14,1,3,3,1.1739519703964285,368.5589419347508,6.75,0,0,1,0.020697675027194856,133.0,126.0,0.0,0.0,283.0,111.0,0.0,0.0,94.0,0.0,86.0,0.0,868.0,124.0,upi_collect
73.35488911169338,14,1,4,4,0.9570989918257251,368.56509771799176,8.866666666666667,1,0,1,0.020697675027194856,133.0,126.0,0.0,0.0,283.0,111.0,0.0,0.0,94.0,0.0,86.0,0.0,868.0,124.0,upi_collect
902.4656672154941,14,1,5,5,11.797940557209362,368.57559961556433,15.116666666666667,1,0,1,0.020697675027194856,133.0,126.0,0.0,0.0,283.0,111.0,0.0,0.0,94.0,0.0,86.0,0.0,868.0,124.0,upi_collect
626.248516207518,17,1,0,0,6.139691335367824,61.939624410727774,25833.05,1,0,1,0.020469625885951186,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,upi_collect
36.90994876956157,17,1,1,1,0.13336952026663798,61.94781520538582,11.8,1,0,1,0.020469625885951186,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,upi_collect
36.90994876956157,18,1,2,2,0.17025699574085182,61.95178952584692,5.716666666666667,0,0,1,0.020469625885951186,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,upi_collect
36.90994876956157,18,1,3,3,0.20413249820663082,61.959251507757386,10.75,1,0,1,0.020469625885951186,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,upi_collect
36.90994876956157,18,1,4,4,0.23535046228393589,61.97616585960924,24.35,1,0,1,0.020469625885951186,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,upi_collect
74.8877661751082,20,5,0,0,0.9244410809507779,60.04166666666667,43260.0,1,0,1,0.020830867653640027,2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,upi_collect
36.90994876956157,20,5,1,1,0.4570684495974686,60.06151948356742,28.583333333333332,1,0,1,0.020830867653640027,2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,upi_collect
36.90994876956157,20,5,2,2,0.4672150819500522,60.076215006831504,21.15,1,0,1,0.020830867653640027,2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,upi_collect
841.9699946039387,14,4,0,0,3.0700820222568415,30.041666666666668,43260.0,1,0,1,0.015599612893945491,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,upi_collect
223.5987288802184,0,1,0,4,1.233648159339136,0.28003299408393945,403.23333333333335,1,0,1,0.009884249067708274,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,mule_fanout
253.3147551997942,0,1,1,5,1.3352050107574032,0.28313091708403254,4.466666666666667,0,0,1,0.009884249067708274,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,mule_fanout
248.7937458948887,1,1,2,6,1.2419882921206644,0.3085741088289069,36.63333333333333,1,0,1,0.009884249067708274,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,mule_fanout
256.8740462384717,1,1,3,7,1.2394770540299926,0.3184706929556732,14.25,1,0,1,0.009884249067708274,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,mule_fanout
185.1372597994784,19,2,0,2,0.5960313134071313,4.256431985271435,369.25,0,0,1,0.02034351117777733,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,mule_fanout
108.28039370650586,20,2,1,3,0.38775874212189104,4.264029556460565,10.95,0,0,1,0.02034351117777733,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,mule_fanout
57.487429648091044,20,2,2,4,0.23459131351258794,4.274863817560135,15.6,1,0,1,0.02034351117777733,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,mule_fanout
15.237273009630124,20,2,3,5,0.0712713122391109,4.281650202906059,9.766666666666667,1,0,1,0.02034351117777733,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,mule_fanout
15.237273009630124,20,2,4,6,0.0821737590062962,4.283326542312204,2.4166666666666665,1,0,1,0.02034351117777733,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,mule_fanout
194.3203125227813,11,4,0,0,1.0019093195296802,84.65636261451505,2385.15,1,0,1,0.020635120577463716,8.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,3.0,0.0,27.0,4.0,mule_fanout
125.81943713880165,11,4,1,1,0.6484114896373793,84.65779991897735,2.066666666666667,1,0,1,0.020635120577463716,8.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,3.0,0.0,27.0,4.0,mule_fanout
24.360730819880146,11,4,2,2,0.13503884511448186,84.65816327473712,0.5333333333333333,1,0,1,0.020635120577463716,8.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,3.0,0.0,27.0,4.0,mule_fanout
390.31562409793196,14,0,0,0,1.0001681591234646,381.99276375402695,38869.566666666666,1,0,1,0.02041062998580792,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,11.0,1.0,mule_fanout
135.62923955136745,20,0,0,0,0.3475328078051626,458.22245634661925,109770.76666666666,1,0,1,0.02041062998580792,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,11.0,1.0,mule_fanout
188.80231997128186,1,6,0,0,0.5428097021436478,534.4521489392116,109770.75,1,0,1,0.02041062998580792,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,11.0,1.0,mule_fanout
215.57818224060054,0,2,0,1,0.6910664601397677,594.3366303252087,484.73333333333335,1,0,0,0.020588489262272906,2.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,15.0,2.0,autopay_mandate
252.77148718649838,18,3,0,0,0.8542808807354638,596.089155019891,2523.633333333333,1,0,0,0.020588489262272906,2.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,15.0,2.0,autopay_mandate
272.3368524474312,14,5,0,0,0.9399725249551121,597.9459142835544,2673.733333333333,0,0,0,0.020588489262272906,2.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,15.0,2.0,autopay_mandate
263.72131828034287,23,3,0,0,0.9171174801744055,602.3130148857958,6288.633333333333,0,0,0,0.020588489262272906,2.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,15.0,2.0,autopay_mandate
151.36049706708454,20,6,0,0,0.5312638918989021,605.2004831197866,4157.95,1,0,0,0.020588489262272906,2.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,15.0,2.0,autopay_mandate
265.9375038374794,4,5,0,0,0.9793250157520206,618.5314273937934,19196.566666666666,0,0,0,0.020588489262272906,2.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,15.0,2.0,autopay_mandate
276.0,20,0,0,0,1.0182944715093216,620.1995697549045,2402.116666666667,1,0,0,0.020588489262272906,2.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,15.0,2.0,autopay_mandate
249.8266290953114,11,4,0,0,0.6752071056630038,399.0416666666667,43260.0,1,0,0,0.015688516216528413,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0,1.0,autopay_mandate
166.9598952289864,21,1,0,0,0.5060276930968776,423.4441925665479,35139.63333333333,0,0,0,0.015688516216528413,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0,1.0,autopay_mandate
118.28385051051404,3,3,0,0,0.4090083970492517,439.7199177219203,23437.033333333333,1,0,0,0.015688516216528413,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0,1.0,autopay_mandate
276.0,16,2,0,0,1.082293202976175,446.2745747393176,9438.716666666667,0,0,0,0.015688516216528413,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0,1.0,autopay_mandate
200.46404485488276,3,0,0,0,0.7754543498758996,457.69762194463374,16449.183333333334,1,0,0,0.015688516216528413,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0,1.0,autopay_mandate
234.8968125642138,18,1,0,0,0.9387641313042543,459.3258019214856,2344.5833333333335,0,0,0,0.015688516216528413,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0,1.0,autopay_mandate
73.25883486434901,11,5,0,0,0.3116887099448658,581.0675410495903,30337.25,0,0,0,0.020336196740873693,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,21.0,3.0,autopay_mandate
107.95439022557196,1,4,0,0,0.48305463697509127,593.6485645057608,18116.666666666668,0,0,0,0.020336196740873693,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,21.0,3.0,autopay_mandate
